Postcode,Lat,Lon,State,Suburb
2216,-33.95185,151.14735000000002,NSW,Rockdale
2217,-33.97938333333333,151.13493333333335,NSW,Beverley Park
2218,-33.97185,151.1179,NSW,Allawah
2219,-33.99616666666667,151.13826666666668,NSW,Dolls Point
2220,-33.97466666666667,151.09323333333336,NSW,Hurstville Grove
2221,-33.9864,151.10438,NSW,Blakehurst
2222,-33.9667,151.0833,NSW,Penshurst
2223,-33.973349999999996,151.07765,NSW,Mortdale
2224,-34.01085,151.09834999999998,NSW,Kangaroo Point
2225,-34.0041,151.0759,NSW,Oyster Bay
2226,-34.00803333333334,151.05883333333333,NSW,Jannali
2227,-34.044250000000005,151.08665,NSW,Gymea Bay
2228,-34.0449,151.1012,NSW,Miranda
2229,-34.05433333333333,151.12161666666665,NSW,Taren Point
2230,-34.0608,151.14688333333334,NSW,Greenhills Beach
2231,-34.0109,151.2051,NSW,Kurnell
2232,-34.04521428571429,151.0660142857143,NSW,Audley
2233,-34.0749,151.01618,NSW,Waterfall
2234,-34.02498571428571,151.0117,NSW,Lucas Heights
2250,-33.39267352941176,151.27880294117648,NSW,Wyoming
2251,-33.38066666666666,151.48793333333333,NSW,Picketts Valley
2252,-33.344,151.382,NSW,Central Coast Mc
2256,-33.50408,151.2979,NSW,Horsfield Bay
2257,-33.514433333333336,151.35001666666668,NSW,Killcare Heights
2258,-33.339960000000005,151.38284000000002,NSW,Palmdale
2259,-33.14925238095238,151.49861904761906,NSW,Wybung
2260,-33.4304,151.44058,NSW,Terrigal
2261,-33.3481,151.4736133333333,NSW,Blue Bay
2262,-33.211422222222225,151.53922222222224,NSW,Colongra
2263,-33.25951428571428,151.53164285714288,NSW,Charmhaven
2264,-33.290414285714284,151.4320142857143,NSW,Yarrawonga Park
2265,-33.07145,151.43540000000002,NSW,Cooranbong
2267,-33.0718,151.5984,NSW,Wangi Wangi
2278,-32.9452,151.56673333333333,NSW,Barnsley
2280,-33.02545,151.6589625,NSW,Croudace Bay
2281,-33.110375,151.63538333333335,NSW,Blacksmiths
2282,-32.97466666666667,151.64626666666666,NSW,Warners Bay
2283,-33.022706666666664,151.58542,NSW,Buttaba
2284,-32.96528571428571,151.61547142857142,NSW,Teralba
2285,-32.93658571428572,151.64435714285713,NSW,Macquarie Hills
2286,-32.90206666666666,151.58326666666667,NSW,West Wallsend
2287,-33.007755555555555,151.60297777777777,NSW,Birmingham Gardens
2289,-32.94697142857143,151.70035714285717,NSW,Highfields
2290,-32.98292,151.6926,NSW,Charlestown
2291,-32.9445,151.746,NSW,The Junction
2292,-32.9178,151.73264999999998,NSW,Hamilton North
2293,-32.9152,151.75615,NSW,Maryville
2294,-32.915,151.7644,NSW,Carrington
2295,-32.886700000000005,151.79835,NSW,Fern Bay
2296,-32.9139,151.7474,NSW,Islington
2297,-32.9073,151.7509,NSW,Tighes Hill
2298,-32.90493333333333,151.72313333333332,NSW,Waratah
2299,-32.90853333333333,151.6988,NSW,Lambton
2300,-32.9319,151.77536,NSW,Newcastle
2302,-32.9245,151.7571,NSW,Newcastle West
2303,-32.925266666666666,151.74903333333333,NSW,Hamilton South
2304,-32.88897142857143,151.7352857142857,NSW,Kooragang
2305,-32.93423333333333,151.69333333333336,NSW,New Lambton
2306,-32.9928,151.6817,NSW,Windale
2307,-32.8788,151.691,NSW,Shortland
2308,-32.892,151.7053,NSW,Newcastle University
2309,-33.5386,151.2415,NSW,Dangar
2310,-32.5879,151.8955,NSW,Hunter Region Mc
2311,-32.35266363636364,151.5131,NSW,East Gresford
2312,-32.12805,152.37554999999998,NSW,Minimbah
2314,-32.5879,151.8955,NSW,Williamtown Raaf
2315,-32.728125,152.14962500000001,NSW,Fingal Bay
2316,-32.7737,152.07305,NSW,Taylors Beach
2317,-32.716499999999996,152.07459999999998,NSW,Soldiers Point
2318,-32.77375714285714,151.87545714285716,NSW,Medowie
2319,-32.736275,152.01637499999998,NSW,Tilligerry Creek
2320,-32.727763333333336,151.534,NSW,Mindaribba
2321,-32.70615,151.59916,NSW,Butterwick
2322,-32.812650000000005,151.66268,NSW,Hexham
2323,-32.88354666666667,151.24086,NSW,East Maitland
2324,-32.69177826086956,151.88047826086955,NSW,Limeburners Creek
2325,-32.98103703703704,151.24336666666667,NSW,Paxton
2326,-32.79711666666666,151.4389,NSW,Neath
2327,-32.82726666666667,151.48473333333334,NSW,Stanford Merthyr
2328,-32.45295,150.45855999999998,NSW,Denman
2329,-32.05525,150.0267,NSW,Cassilis
2330,-32.64400634920635,151.02510317460317,NSW,Ravensworth
2331,-32.5088,151.08785,NSW,Singleton Milpo
2333,-32.30995,150.7114214285714,NSW,Baerami Creek
2334,-32.6778,151.3892,NSW,Greta
2335,-33.04828,151.15893,NSW,Leconfield
2336,-32.13325,150.98765,NSW,Upper Rouchel
2337,-31.957061538461538,151.03826923076923,NSW,Stewarts Brook
2338,-31.771133333333335,150.89600000000002,NSW,Timor
2339,-31.665219999999998,150.67962,NSW,Warrah Creek
2340,-31.226245,150.937345,NSW,Loomberah
2341,-31.3491,150.6487,NSW,Werris Creek
2342,-31.2167,150.6583,NSW,Piallaway
2343,-31.516039999999997,150.38772666666668,NSW,Coomoo Coomoo
2344,-31.14795,150.7699,NSW,Duri
2345,-30.9127,150.81515000000002,NSW,Garthowen
2346,-30.730654545454545,150.65390909090908,NSW,Wongo Creek
2347,-30.614453846153847,150.48198461538462,NSW,Thirldene
2348,-31.191,150.7174,NSW,New England Mc
2350,-30.464411111111108,151.7941111111111,NSW,Hillgrove
2351,-30.85,151.0635,NSW,University Of New England
2352,-31.06485,151.0756,NSW,Limbri
2353,-31.0177,151.0706,NSW,Moonbi
2354,-31.043,151.52784444444444,NSW,Woolbrook
2355,-30.7439,151.10386666666668,NSW,Watsons Creek
2356,-30.6101,148.9675,NSW,Gwabegar
2357,-31.235818181818182,149.26469999999998,NSW,Coonabarabran
2358,-30.604245454545456,151.45618181818182,NSW,Gostwyck
2359,-30.706025,151.00732499999998,NSW,Bakers Creek
2360,-29.71831851851852,151.08916296296297,NSW,Wandera
2361,-29.125459999999997,151.13863999999998,NSW,Ashford
2365,-30.21153846153846,151.6204576923077,NSW,Oban
2369,-29.9196,151.2146,NSW,Tingha
2370,-29.732308000000003,151.823904,NSW,Dundee
2371,-29.37345,151.674175,NSW,Rocky Creek
2372,-29.115108333333335,151.9801625,NSW,Silent Grove
2379,-31.100275,149.90145,NSW,Goolhi
2380,-31.321163636363636,149.9221090909091,NSW,Coocooboonah
2381,-31.282819999999997,150.19102,NSW,Curlewis
2382,-30.740299999999998,150.06402500000002,NSW,Maules Creek
2386,-30.110633333333336,148.9671,NSW,Drildool
2387,-29.80845,148.91285,NSW,Rowena
2388,-30.47475,149.44475,NSW,Merah North
2390,-30.3590875,149.90569375,NSW,Jacks Creek
2395,-31.596366666666665,149.4814,NSW,Ropers Road
2396,-30.935,149.0095,NSW,Barwon
2397,-29.867,149.67726666666667,NSW,Millie
2398,-29.7333,149.8,NSW,Gurley
2399,-29.5088,150.16865,NSW,Biniguy
2400,-29.4627375,150.01395,NSW,Bullarah
2401,-29.5833,150.3331,NSW,Gravesend
2402,-29.45906666666667,150.6182,NSW,Coolatai
2403,-29.677639999999997,150.77444,NSW,Delungra
2404,-30.33556666666667,150.61707777777778,NSW,Bingara
2405,-28.8996,149.60854999999998,NSW,Boomi
2406,-28.9976,149.12144999999998,NSW,Weemelah
2408,-29.025366666666667,150.43676666666667,NSW,North Star
2409,-28.6048,150.3593,NSW,Boggabilla
2410,-28.90215,150.7801,NSW,Yetman
2411,-29.1331,150.3014,NSW,Croppa Creek
2415,-32.30874,151.90596,NSW,Monkerai
2420,-32.43441739130435,151.67720869565218,NSW,Fosterton
2421,-32.48345,151.4875125,NSW,Webbers Creek
2422,-31.93666739130435,151.87219130434784,NSW,Gloucester Tops
2423,-32.33249,152.279405,NSW,Upper Myall
2424,-31.818666666666665,152.08257777777777,NSW,Knorrit Flat
2425,-32.469166666666666,151.99845000000002,NSW,Allworth
2426,-31.812699999999996,152.58903333333333,NSW,Moto
2427,-31.85855,152.7153,NSW,Harrington
2428,-32.2762,152.49846666666667,NSW,Whoota
2429,-31.873765625,152.294878125,NSW,Bobin
2430,-31.8668925,152.53867499999998,NSW,Purfleet
2431,-30.89656666666667,153.0489,NSW,South West Rocks
2439,-31.646229999999996,152.68715,NSW,Kerewong
2440,-30.992437499999998,152.70700833333333,NSW,West Kempsey
2441,-31.038649999999997,152.81450454545455,NSW,Eungai Rail
2442,-31.1374,152.7419,NSW,Mid North Coast Msc
2443,-31.705663157894737,152.72383684210527,NSW,Diamond Head
2444,-31.6318,152.69534166666668,NSW,Riverside
2445,-31.5712,152.846875,NSW,Bonny Hills
2446,-31.422514634146342,152.58708048780485,NSW,Wauchope
2447,-30.684910526315786,152.70726315789474,NSW,Gumma
2448,-30.6102,153.007875,NSW,Hyland Park
2449,-30.631133333333334,152.77251111111113,NSW,South Arm
2450,-30.260965,152.98081,NSW,Upper Orara
2452,-30.355,153.08766666666668,NSW,Sawtell
2453,-30.26431428571429,152.6018285714286,NSW,Never Never
2454,-30.447726666666664,152.88916,NSW,Mylestom
2455,-30.497,153.0142,NSW,Urunga
2456,-30.078036363636365,153.1855090909091,NSW,Mullaway
2460,-29.66584945054945,152.80346263736263,NSW,Smiths Creek
2462,-29.725091666666668,153.15251666666668,NSW,Wooli
2463,-29.47565263157895,153.21976315789473,NSW,Maclean
2464,-29.478016666666665,153.34040000000002,NSW,Freeburn Island
2465,-29.4258,153.2418,NSW,Harwood
2466,-29.407,153.35143333333335,NSW,Woody Head
2469,-29.075147368421053,152.79565614035087,NSW,Haystack
2470,-28.851164285714283,152.97272857142858,NSW,Ellangowan
2471,-28.978490909090908,153.24942727272727,NSW,Codrington
2472,-29.08129090909091,153.3445181818182,NSW,Rileys Hill
2473,-29.1178,153.4307,NSW,Evans Head
2474,-28.58427391304348,152.9865652173913,NSW,Cawongla
2475,-28.544966666666667,152.48303333333334,NSW,Upper Tooloom
2476,-28.975966666666665,152.05010000000001,NSW,Koreelah
2477,-28.892525,153.43435625,NSW,Lynwood
2478,-28.853779999999997,153.53907999999998,NSW,Empire Vale
2479,-28.7141,153.5146909090909,NSW,Bangalow
2480,-28.752426470588233,153.28119264705882,NSW,Tucki Tucki
2481,-28.641033333333333,153.5689777777778,NSW,Hayters Hill
2482,-28.566423076923076,153.43893076923078,NSW,Upper Wilsons Creek
2483,-28.48135,153.50886428571428,NSW,Sleepy Hollow
2484,-28.365550000000002,153.34939642857145,NSW,Dum Dum
2485,-28.1815,153.5324,NSW,Tweed Heads West
2486,-28.220646153846154,153.48156153846156,NSW,Piggabeen
2487,-28.265675,153.5504625,NSW,Duranbah
2488,-28.33353333333333,153.55623333333332,NSW,Bogangar
2489,-28.380366666666664,153.56866666666667,NSW,Pottsville
2490,-28.26865,153.4673,NSW,North Tumbulgum
2500,-34.34160833333333,150.73200833333334,NSW,Wollongong
2502,-34.4855,150.881525,NSW,Primbee
2505,-34.4881,150.8956,NSW,Kemblawarra
2506,-34.4833,150.85,NSW,Berkeley
2508,-34.2026,150.9748111111111,NSW,Maddens Plains
2515,-34.28645,150.94505,NSW,Coledale
2516,-34.3383,150.9135,NSW,Bulli
2517,-34.35236666666667,150.90436666666668,NSW,Woonona
2518,-34.37761666666667,150.90545,NSW,Bellambi
2519,-34.351099999999995,150.9066,NSW,Balgownie
2520,-34.424,150.8934,NSW,Wollongong
2521,-34.5262,150.8534,NSW,South Coast Mc
2522,-34.5262,150.8534,NSW,University Of Wollongong
2525,-34.4356,150.8583,NSW,Figtree
2526,-34.445499999999996,150.82424285714288,NSW,Cordeaux
2527,-34.57855,150.7534125,NSW,Tullimbar
2528,-34.551433333333335,150.85681666666667,NSW,Warilla
2529,-34.578044444444444,150.84806666666665,NSW,Shell Cove
2530,-34.51844285714286,150.7166142857143,NSW,Penrose
2533,-34.65264444444445,150.82414444444444,NSW,Jerrara
2534,-34.7451625,150.7974375,NSW,Broughton Village
2535,-34.78104666666666,150.70360666666664,NSW,Coolangatta
2536,-35.68049642857143,150.179625,NSW,South Durras
2537,-35.923805882352944,150.09219411764707,NSW,Congo
2538,-35.2167625,150.128075,NSW,Mogood
2539,-35.269246153846154,150.48478076923078,NSW,Conjola
2540,-34.98106666666667,150.64811739130437,ACT,Wreck Bay
2541,-34.868655555555556,150.60674444444444,NSW,Nowra Dc
2545,-36.141933333333334,149.9059,NSW,Belowra
2546,-36.29601052631579,150.03124736842105,NSW,Wallaga Lake Heights
2548,-36.87876666666667,149.91785000000002,NSW,Bournda
2549,-36.93828888888889,149.85363333333333,NSW,Nethercote
2550,-36.550916981132076,149.74072264150945,NSW,Wog Wog
2551,-37.20245714285715,149.7482571428571,NSW,Boydtown
2555,-33.8907,150.7427,NSW,Badgerys Creek
2556,-33.9333,150.7333,NSW,Bringelly
2557,-34.005425,150.767925,NSW,Rossmore
2558,-34.02973333333333,150.808,NSW,Eschol Park
2559,-34.04865,150.80175,NSW,Claymore
2560,-34.08944736842105,150.81207894736843,NSW,Leumeah
2563,-34.1044,150.7507,NSW,Menangle Park
2564,-34.0044,150.89653333333334,NSW,Long Point
2565,-33.9919,150.86245,NSW,Ingleburn
2566,-34.0237,150.83175714285716,NSW,Minto Heights
2567,-34.041071428571435,150.75087142857143,NSW,Narellan Dc
2568,-34.1268,150.7387,NSW,Menangle
2569,-34.185,150.7145,NSW,Douglas Park
2570,-34.044745454545456,150.63107272727274,NSW,Glenmore
2571,-34.22546666666667,150.58527777777778,NSW,Balmoral Village
2572,-34.1849,150.55115,NSW,Thirlmere
2573,-34.2225,150.5947,NSW,Tahmoor
2574,-34.323875,150.62215,NSW,Pheasants Nest
2575,-34.41067368421053,150.43318421052632,NSW,Yerrinbool
2576,-34.5242,150.48811666666668,NSW,East Bowral
2577,-34.660510344827586,150.3091896551724,NSW,Paddys River
2578,-34.6566,150.2962,NSW,Bundanoon
2579,-34.64868571428571,150.27021428571427,NSW,Brayton
2580,-34.70711111111111,149.76614444444445,NSW,Carrick
2581,-34.763211764705886,149.30073529411766,NSW,Dalton
2582,-34.74755714285715,148.82530000000003,NSW,Mullion
2583,-34.32284705882353,149.33997647058823,NSW,Binda
2584,-34.6717,148.6348,NSW,Binalong
2585,-34.6,148.55,NSW,Galong
2586,-34.29468571428571,148.82835714285713,NSW,Boorowa
2587,-34.5500375,148.3367875,NSW,Wombat
2588,-34.5333,148.15,NSW,Wallendbeen
2590,-34.744566666666664,147.8791666666667,NSW,Bethungra
2594,-34.23392142857143,148.11263571428572,NSW,Burrangong
2600,-35.308233333333334,149.13708333333332,ACT,Deakin West
2601,-35.279925,149.120275,ACT,City
2602,-35.24881428571429,149.1410142857143,ACT,Downer
2603,-35.319775,149.12815,ACT,Red Hill
2604,-35.322,149.149,ACT,Narrabundah
2605,-35.333133333333336,149.09366666666665,ACT,Hughes
2606,-35.34883333333334,149.08935,ACT,O'Malley
2607,-35.368579999999994,149.09806,ACT,Isaacs
2608,-35.31,149.1933,ACT,Civic Square
2609,-35.31778,149.18164,ACT,Pialligo
2610,-35.2638,149.0351,ACT,Canberra Bc
2611,-35.349163157894736,148.98722631578948,ACT,Stirling
2612,-35.278625,149.138325,ACT,Campbell
2614,-35.2486875,149.0566875,ACT,Cook
2615,-35.2099923076923,149.03546923076922,ACT,Fraser
2616,-35.2167,149.0833,ACT,Belconnen
2617,-35.223666666666674,149.08522222222223,ACT,Mckellar
2618,-35.10105,149.074425,ACT,Hall
2619,-35.3844,149.2025,NSW,Jerrabomberra
2620,-35.39959666666666,149.22140333333334,ACT,Hume
2621,-35.3258,149.42972857142857,NSW,Bungendore
2622,-35.36210566037736,149.87566603773587,NSW,Bendoura
2623,-35.5911,149.4452,NSW,Captains Flat
2624,-36.46896666666667,148.41116666666667,NSW,Charlottes Pass
2625,-36.5052,148.3076,NSW,Thredbo Village
2626,-35.90833333333333,149.15833333333333,NSW,Bredbo
2627,-36.408210000000004,148.53923,NSW,Kosciuszko National Park
2628,-36.247992857142854,148.9033,NSW,Beloka
2629,-35.928549999999994,148.62705,NSW,Tantangara
2630,-36.05186666666667,149.23205384615386,NSW,Rhine Falls
2631,-36.62564166666667,149.307325,NSW,Holts Flat
2632,-36.92193888888889,149.24632222222223,NSW,Cathcart
2633,-36.97466666666667,148.93416666666667,NSW,Corrowong
2640,-36.02444117647059,147.01725294117645,NSW,Talmalmo
2641,-36.036233333333335,146.93503333333334,NSW,Lavington
2642,-35.753195,147.4398,NSW,Jagumba
2643,-35.982,146.6325,NSW,Howlong
2644,-35.766,147.35471,NSW,Little Billabong
2645,-35.29600000000001,146.3243,NSW,Urana
2646,-35.78874666666666,146.28972000000002,NSW,Daysdale
2647,-35.9854,146.0053,NSW,Mulwala
2648,-34.72581764705882,144.64914117647058,NSW,Mourquong
2649,-35.6167,148.0833,NSW,Laurel Hill
2650,-35.15172222222222,147.3748277777778,NSW,Tolland
2651,-35.15345,147.46665,NSW,Forest Hill
2652,-34.83069,146.940755,NSW,Boree Creek
2653,-35.78534545454546,148.01613636363638,NSW,Burra
2655,-35.264433333333336,147.01160000000002,NSW,The Rock
2656,-35.333725,146.7209,NSW,Osborne
2658,-35.5089,146.893225,NSW,Pleasant Hills
2659,-35.7595,146.90595000000002,NSW,Alma Park
2660,-35.65835,147.06925,NSW,Morven
2661,-35.1569,147.2844,NSW,Kapooka
2663,-34.90608,147.67202,NSW,Erin Vale
2665,-34.33694166666667,146.90605833333333,NSW,Mirrool
2666,-34.41354285714286,147.5788142857143,NSW,Grogan
2668,-34.1449,147.3873,NSW,Barmedman
2669,-33.710458333333335,146.60595,NSW,Rankins Springs
2671,-33.8303,147.17314285714286,NSW,West Wyalong
2672,-33.296975,146.44075,NSW,Lake Cargelligo
2675,-33.26684,145.50169999999997,NSW,Hillston
2678,-34.321799999999996,147.0109,NSW,Riverina Mc
2680,-34.28204375,146.005425,NSW,Beelbangera
2681,-34.2501,146.199,NSW,Yenda
2700,-34.834088888888886,146.38397777777777,NSW,Sandigo
2701,-34.688175,147.199625,NSW,Methul
2702,-34.7932,147.0391,NSW,Ganmain
2703,-34.5985,146.4095,NSW,Yanco
2705,-34.53347777777778,146.33917777777776,NSW,Corbie Hill
2706,-34.5694,145.9987,NSW,Darlington Point
2707,-34.8758,145.80075,NSW,Coleambally
2708,-34.6742,146.3985,NSW,Murray Region Mc
2710,-35.41842,145.055524,NSW,Pretty Pine
2711,-34.18844615384615,144.89037692307693,NSW,Oxley
2712,-35.77095,145.80214999999998,NSW,Berrigan
2713,-35.635325,145.50275,NSW,Myrtle Park
2714,-35.488825000000006,145.5145,NSW,Tuppal
2715,-34.783640000000005,144.4029,NSW,Hatfield
2716,-34.732420000000005,145.81638,NSW,Four Corners
2717,-34.0964,142.0661,NSW,Dareton
2720,-35.32658214285714,148.3234392857143,NSW,Bombowlee
2721,-33.99785,147.73545000000001,NSW,Quandialla
2722,-35.02735555555555,148.1098111111111,NSW,Gundagai
2725,-34.4989,147.882,NSW,Stockinbingal
2726,-34.8333,148.3333,NSW,Cooneys Creek
2727,-35.002,148.27826666666667,NSW,Coolac
2729,-35.131776470588235,147.95073529411764,NSW,Westwood
2730,-34.877525,148.4818,NSW,Green Hills
2731,-35.75944,144.92775999999998,NSW,Bunnaloo
2732,-35.25907142857143,145.52405714285715,NSW,Burraboi
2733,-35.136066666666665,145.37523333333334,NSW,Dhuragoon
2734,-35.13113,145.30248,NSW,Dilpurra
2735,-35.143699999999995,144.74255,NSW,Koraleigh
2736,-34.995400000000004,143.33704999999998,NSW,Goodnight
2737,-34.5744,142.7448,NSW,Euston
2738,-34.2331,142.41602,NSW,Paringi
2739,-34.4909,143.4461,NSW,Mourquong
2745,-33.845933333333335,150.6627,NSW,Mulgoa
2747,-33.74273636363636,150.7438909090909,NSW,Claremont Meadows
2748,-33.7823,150.7109,NSW,Orchard Hills
2749,-33.69795,150.69414999999998,NSW,Castlereagh
2750,-33.75725,150.6726,NSW,Penrith
2751,-33.75,150.7,NSW,Penrith
2752,-33.903549999999996,150.6071,NSW,Warragamba
2753,-33.60598888888889,150.6995111111111,NSW,Londonderry
2754,-33.54886666666667,150.72083333333333,NSW,The Slopes
2755,-33.598349999999996,150.7549,NSW,Richmond Raaf
2756,-33.514492857142855,150.84029285714286,NSW,Bligh Park
2757,-33.5533,150.6947,NSW,Kurmond
2758,-33.51278181818182,150.63248181818182,NSW,Blaxlands Ridge
2759,-33.80515,150.7912,NSW,St Clair
2760,-33.75711428571429,150.78754285714285,NSW,Colyton
2761,-33.73925,150.84529999999998,NSW,Plumpton
2762,-33.7167,150.8667,NSW,Schofields
2763,-33.73335,150.8986,NSW,Quakers Hill
2765,-33.6495125,150.8651875,NSW,Box Hill
2766,-33.786500000000004,150.84725,NSW,Eastern Creek
2767,-33.76153333333333,150.8737,NSW,Bungarribee
2768,-33.725500000000004,150.92636666666667,NSW,Parklea
2769,-33.7061,150.9088,NSW,The Ponds
2770,-33.74600769230769,150.81071538461538,NSW,Lethbridge Park
2773,-33.77045,150.6262,NSW,Lapstone
2774,-33.732475,150.611775,NSW,Mount Riverview
2775,-33.39529444444444,151.02831111111112,NSW,Wisemans Ferry
2776,-33.7,150.5333,NSW,Faulconbridge
2777,-33.691916666666664,150.60271666666668,NSW,Hawkesbury Heights
2778,-33.725,150.49165,NSW,Linden
2779,-33.7245,150.4584,NSW,Hazelbrook
2780,-33.7041,150.30677500000002,NSW,Katoomba
2782,-33.7103,150.3753,NSW,Wentworth Falls
2783,-33.7206,150.4297,NSW,Lawson
2784,-33.7292,150.4177,NSW,Bullaburra
2785,-33.68416666666667,150.26703333333333,NSW,Megalong Valley
2786,-33.51714,150.30838,NSW,Mount Irvine
2787,-33.729745,149.947855,NSW,Duckmaloi
2790,-33.42653658536585,150.10808780487804,NSW,Springvale
2791,-33.6,149.1333,NSW,Carcoar
2792,-33.61665,149.05,NSW,Mandurama
2793,-33.82826666666667,148.85296666666667,NSW,Darbys Falls
2794,-33.89604285714286,148.68148571428569,NSW,Noonbinna
2795,-33.4393252631579,149.6987694736842,NSW,Locksley
2797,-33.695,149.0405,NSW,Garland
2798,-33.44734,149.11842000000001,NSW,Forest Reefs
2799,-33.59511428571428,149.26474285714286,NSW,Neville
2800,-33.33786,149.0462942857143,NSW,Lucknow
2803,-34.143499999999996,148.47906666666668,NSW,Crowther
2804,-33.590725,148.61105,NSW,Nyrang Creek
2805,-33.6241,148.409,NSW,Gooloogong
2806,-33.4273,148.3714,NSW,Eugowra
2807,-34.0378,148.5561,NSW,Koorawatha
2808,-33.968,148.9482,NSW,Wyangala
2809,-34.0,148.4,NSW,Greenethorpe
2810,-33.8569875,147.9635625,NSW,Pinnacle
2818,-32.4084,148.80845,NSW,Terrabella
2820,-32.668064,149.012256,NSW,Medway
2821,-32.2312,148.2405,NSW,Narromine
2823,-32.04406,147.8713,NSW,Trangie
2824,-31.912646666666667,147.93014,NSW,Mount Foster
2825,-31.585454545454546,147.1958,NSW,Nyngan
2826,-31.8489,147.7191,NSW,Nevertire
2827,-31.659085714285712,148.62947142857143,NSW,Biddon
2828,-31.377575,148.489775,NSW,Armatree
2829,-30.87786923076923,148.5131153846154,NSW,Gilgooma
2830,-32.15855,148.60376250000002,NSW,Dubbo West
2831,-31.411084210526315,147.89868947368421,NSW,Wongarbon
2832,-30.038175,148.24575,NSW,Come By Chance
2833,-29.5438,148.5759,NSW,Collarenebri
2834,-29.2688,147.9442,NSW,Angledool
2835,-31.886554545454544,146.0232727272727,NSW,Cobar
2836,-31.20545,143.23275,NSW,White Cliffs
2838,-29.1131,147.4525,NSW,Goodooga
2839,-29.8733,146.82236666666668,NSW,Narran Lake
2840,-30.08463846153846,145.6674846153846,NSW,Enngonia
2842,-31.823500000000003,149.1187,NSW,Mendooran
2843,-31.8279,149.7156,NSW,Coolah
2844,-32.049925,149.41345,NSW,Leadville
2845,-33.411,150.0646,NSW,Wallerawang
2846,-33.113400000000006,150.06983333333335,NSW,Glen Davis
2847,-33.40035,149.9789,NSW,Pipers Flat
2848,-32.906225,149.9596,NSW,Clandulla
2849,-32.668982758620686,150.07685862068965,NSW,Upper Bylong
2850,-32.669482191780816,149.69128082191781,NSW,Mogo
2852,-32.34408461538462,149.42674615384615,NSW,Stubbo
2864,-33.321925,148.68545,NSW,Murga
2865,-33.1324,148.66993333333332,NSW,Gumble
2866,-33.0618,148.90732857142856,NSW,Amaroo
2867,-32.88392,148.70032,NSW,Baldry
2868,-32.7271,148.6074,NSW,Obley
2869,-32.6924,148.21786666666665,NSW,Trewilga
2870,-33.15464444444444,148.24282222222223,NSW,Goonumbla
2871,-33.46831538461539,147.78733846153847,NSW,Bedgerebong
2873,-32.296575,147.427975,NSW,Albert
2874,-32.6311,147.5661,NSW,Tullamore
2875,-32.94964,147.61102,NSW,Bruie Plains
2876,-33.1231,147.91043333333334,NSW,Bogan Gate
2877,-32.90473,146.73324,NSW,Bobadah
2878,-32.96675,144.509425,NSW,Ivanhoe
2879,-32.329049999999995,142.3597,NSW,Menindee
2880,-31.88325,145.7273,NSW,Broken Hill
2890,-32.309,148.084,NSW,Australian Defence Forces
2891,-32.5166,148.6724,NSW,International Mc
2898,-31.5526,159.0768,NSW,Lord Howe Island
2899,-32.309,148.084,NSW,Norfolk Island
2900,-35.41705,149.06574999999998,ACT,Greenway
2901,-35.4333,149.15,ACT,Tuggeranong Dc
2902,-35.3862,149.058,ACT,Kambah
2903,-35.402366666666666,149.0861,ACT,Erindale Centre
2904,-35.4104,149.1108,ACT,Fadden
2905,-35.43027142857143,149.10998571428573,ACT,Isabella Plains
2906,-35.46266666666667,149.0963,ACT,Conder
2911,-35.208650000000006,149.11835000000002,ACT,Mitchell
2912,-35.1867,149.1362,ACT,Gungahlin
2913,-35.1791125,149.10985,ACT,Casey
2914,-35.170183333333334,149.13595,ACT,Bonner
3000,-37.814,144.9633,VIC,Melbourne
3001,-37.814,144.9633,VIC,Melbourne
3002,-37.8167,144.9879,VIC,East Melbourne
3003,-37.8101,144.95,VIC,West Melbourne
3004,-37.814,144.9633,VIC,Melbourne
3005,-37.8152,144.9632,VIC,World Trade Centre
3006,-37.82405,144.95825000000002,VIC,South Wharf
3008,-37.8149,144.9505,VIC,Docklands
3010,-37.7958,144.9612,VIC,University Of Melbourne
3011,-37.80186666666666,144.89566666666667,VIC,Seddon
3012,-37.80012,144.86679999999998,VIC,Maidstone
3013,-37.8208,144.8854,VIC,Yarraville
3015,-37.83476666666667,144.8803,VIC,Newport
3016,-37.8561,144.89015,VIC,Williamstown North
3018,-37.8668,144.83769999999998,VIC,Seaholme
3019,-37.7867,144.8548,VIC,Braybrook
3020,-37.77722,144.82883999999999,VIC,Sunshine West
3021,-37.74055,144.793775,VIC,Albanvale
3022,-37.77615,144.8015,VIC,Deer Park East
3023,-37.75187142857143,144.76125714285715,VIC,Deer Park
3024,-37.84456666666667,144.5425,VIC,Wyndham Vale
3025,-37.8349,144.8474,VIC,Altona North
3026,-37.8205,144.8159,VIC,Laverton North
3027,-37.8619,144.7437,VIC,Williams Landing
3028,-37.87566666666667,144.77073333333334,VIC,Altona Meadows
3029,-37.855333333333334,144.70566666666664,VIC,Truganina
3030,-37.890233333333335,144.66060000000002,VIC,Point Cook
3031,-37.78575,144.93165,VIC,Flemington
3032,-37.780525,144.90882499999998,VIC,Maribyrnong
3033,-37.7326,144.865,VIC,Keilor East
3034,-37.7616,144.8626,VIC,Avondale Heights
3036,-37.706500000000005,144.81900000000002,VIC,Keilor North
3037,-37.7,144.76032,VIC,Hillside
3038,-37.70515,144.796075,VIC,Keilor Downs
3039,-37.7667,144.9167,VIC,Moonee Ponds
3040,-37.7613,144.8977,VIC,Essendon
